COUNTY,NAME,TYPE,EASTING,NORTHING,PRIMARY STOCKING OBJECTIVE,SECONDARY STOCKING OBJECTIVE,NUMBER RELEASED,STOCKING DATE,GROWTH STAGE,MARK,HATCHERY,FISH LENGTH (cm),FISH WEIGHT (g),STOCK,STOCK - STRAIN
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,800,04/26/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,680,05/31/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,133,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,896,04/24/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,23,145,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,630,06/05/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,24.1,167,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,700,05/14/1998,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,750,05/18/1999,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,798,05/02/2000,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,75,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1190,04/25/2001,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,120,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,700,05/02/2002,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,05/10/2004,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,800,04/02/2005,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,792,05/19/2005,1-2 years from date of hatch,No mark or tag,McGowan Lake,22.5,150,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1050,04/26/2006,1-2 years from date of hatch,No mark or tag,McGowan Lake,25,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,795,03/25/1976,1-2 years from date of hatch,Unknown or uncertain at time of record,Yarmouth,19.9,101,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,717,05/11/1983,1-2 years from date of hatch,No mark or tag,Yarmouth,18.9,126,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,1001,11/07/1983,1-2 years from date of hatch,No mark or tag,Yarmouth,15.5,34,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,508,03/28/1984,1-2 years from date of hatch,No mark or tag,Yarmouth,25.3,178,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,500,03/28/1985,1-2 years from date of hatch,No mark or tag,Yarmouth,20.7,99,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1400,06/02/1986,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.1,66,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,04/16/1986,1-2 years from date of hatch,No mark or tag,Yarmouth,20.9,104,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,05/06/1986,1-2 years from date of hatch,No mark or tag,Yarmouth,22.4,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,2001,10/02/1986,26-52 weeks after absorption of yolk sac,No mark or tag,Yarmouth,15.1,37,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,3000,10/17/1988,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14,30,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,500,05/16/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,500,06/08/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,3000,10/04/1989,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.7,23,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,500,05/22/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,130,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,600,06/26/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,3000,10/22/1990,20-26 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,9,9,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,500,06/10/1991,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,112,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,952,05/29/2003,1-2 years from date of hatch,No mark or tag,McGowan Lake,22.5,150,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1200,04/22/2008,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,04/29/2009,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,05/03/2010,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Spring Stocking Program,,1000,05/18/2011,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,9600,12/03/1996,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,16,50,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Yarmouth,BUTLERS,Lake,249249,4868320,Fall Stocking Program,,10001,10/02/1979,20-26 weeks after absorption of yolk sac,Adipose fin clip only,Yarmouth,12.1,16,Brook Trout,"Brook Trout - OHIO STRAIN, from White Sulphur Springs, WV, USA - slow growing strain"
Antigonish,TRACADIE,Lake,608912,5052760,Spring Stocking Program,,720,05/14/2013,1-2 years from date of hatch,No mark or tag,Frasers Mills,16,83,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Antigonish,TRACADIE,Lake,608912,5052760,Spring Stocking Program,,900,05/05/2014,1-2 years from date of hatch,No mark or tag,Frasers Mills,16,77,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Cape Breton,WARREN,Lake,716917,5077040,Fall Stocking Program,,1500,10/08/2013,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,7,33,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Cape Breton,WARREN,Lake,716917,5077040,Fall Stocking Program,,1740,10/01/2014,1-2 years from date of hatch,Adipose fin clip only,Frasers Mills,11.6,17.2,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Colchester,WEST,Lake,426202,5042540,Fall Stocking Program,,800,10/02/2013,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,7,46,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Colchester,WEST,Lake,426202,5042540,Fall Stocking Program,,1500,09/15/2014,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,8,12.5,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Guysborough,GRANT LAKE RESERVOIR,Lake,620548,5052089,Fall Stocking Program,,1000,10/04/2013,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,7,42,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Guysborough,GRANT LAKE RESERVOIR,Lake,620548,5052089,Fall Stocking Program,,1300,09/25/2014,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,8,16,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Guysborough,GRANT LAKE RESERVOIR,Lake,620548,5052089,Fall Stocking Program,,1534,10/02/2015,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,10,22,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2473,04/06/1976,1-2 years from date of hatch,No mark or tag,Yarmouth,20,103,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,625,05/12/1976,1-2 years from date of hatch,No mark or tag,Yarmouth,21,119,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Fall Stocking Program,,509,09/15/1976,1-2 years from date of hatch,No mark or tag,Frasers Mills,25.6,237,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Fall Stocking Program,,677,11/02/1976,1-2 years from date of hatch,No mark or tag,Frasers Mills,29.5,370,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Fall Stocking Program,,399,11/03/1977,2-3 years from date of hatch,No mark or tag,Frasers Mills,39,909,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/26/1983,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.3,151,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/03/1984,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.1,151,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/11/1984,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.1,151,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/24/1984,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.3,158,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/30/1984,1-2 years from date of hatch,No mark or tag,Kelly Lake,22.3,158,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/14/1985,1-2 years from date of hatch,Unknown or uncertain at time of record,Kelly Lake,21.5,129,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/27/1985,1-2 years from date of hatch,Unknown or uncertain at time of record,Kelly Lake,22.5,140,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,50,05/29/1985,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,43.4,908,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2125,05/29/1985,1-2 years from date of hatch,No mark or tag,Frasers Mills,16.7,51,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2100,05/02/1986,1-2 years from date of hatch,No mark or tag,Frasers Mills,22.6,128,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,999,05/13/1986,1-2 years from date of hatch,Unknown or uncertain at time of record,Kelly Lake,18.1,84,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2000,05/27/1986,1-2 years from date of hatch,Unknown or uncertain at time of record,Kelly Lake,18.8,90,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,100,06/02/1986,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,35,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,50,06/18/1986,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,35,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,899,06/18/1986,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.8,73,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,50,04/27/1987,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,667,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1300,04/27/1987,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.1,70,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/11/1987,1-2 years from date of hatch,No mark or tag,Kelly Lake,17.9,81,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2000,05/27/1987,1-2 years from date of hatch,No mark or tag,Kelly Lake,18.1,85,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,06/09/1987,1-2 years from date of hatch,No mark or tag,Kelly Lake,19.2,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1500,06/17/1987,26-52 weeks after absorption of yolk sac,No mark or tag,Kelly Lake,20.3,121,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,04/25/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,21.6,90,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2000,05/17/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,21.6,101,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1790,06/02/1988,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,65,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,04/20/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,56,04/21/1989,14-20 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,35,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,05/15/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,3000,06/14/1989,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,78,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1023,05/08/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.5,89,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1600,05/30/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,19.5,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1500,06/05/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1500,06/13/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.5,99,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1500,06/18/1990,1-2 years from date of hatch,No mark or tag,Kelly Lake,20,95,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,3000,06/18/1990,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.5,95,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,500,07/10/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,3000,06/25/1992,1-2 years from date of hatch,No mark or tag,Frasers Mills,18,45,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1005,06/26/1992,1-2 years from date of hatch,No mark or tag,Frasers Mills,18.8,75,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2000,05/06/1993,1-2 years from date of hatch,No mark or tag,Frasers Mills,16.3,48,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,75,05/27/1994,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,684,06/08/1995,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,88,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,200,05/27/1997,1-2 years from date of hatch,No mark or tag,Frasers Mills,20.7,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,500,06/07/1999,1-2 years from date of hatch,No mark or tag,Frasers Mills,19.3,80,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2340,06/22/1999,1-2 years from date of hatch,No mark or tag,Frasers Mills,19.6,85,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,744,06/05/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,161,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1440,06/20/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,22,167,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,100,05/10/2006,2-3 years from date of hatch,No mark or tag,Frasers Mills,40,1000,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1920,05/10/2006,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,21,104,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1185,06/06/2007,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,25,169,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,620,06/26/2007,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,24.5,161,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2100,05/12/2010,1-2 years from date of hatch,No mark or tag,Frasers Mills,23,133,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Fall Stocking Program,,1000,11/28/2013,1-2 years from date of hatch,No mark or tag,Frasers Mills,20,360,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2280,04/09/1986,1-2 years from date of hatch,No mark or tag,Frasers Mills,21.9,117,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,4080,06/02/1992,1-2 years from date of hatch,No mark or tag,Frasers Mills,17.1,56,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1000,06/29/1993,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,111,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1408,04/18/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,227,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1504,05/02/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,212,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1280,05/10/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,250,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1560,05/22/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,256,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1520,06/05/2001,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,263,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1560,04/12/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,154,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,2025,05/03/2002,1-2 years from date of hatch,No mark or tag,Frasers Mills,24,133,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1280,04/09/2003,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,250,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1520,05/01/2003,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,263,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1400,05/22/2003,1-2 years from date of hatch,No mark or tag,Frasers Mills,27,285,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1248,04/20/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,256,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1408,04/30/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,227,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1440,05/18/2004,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,278,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1140,04/08/2005,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,263,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1008,04/21/2005,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,238,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1520,05/31/2005,1-2 years from date of hatch,No mark or tag,Frasers Mills,26,263,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1200,04/11/2014,1-2 years from date of hatch,No mark or tag,Frasers Mills,25,200,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,1350,04/24/2014,1-2 years from date of hatch,No mark or tag,Frasers Mills,22,180,Rainbow Trout,Rainbow Trout - domestic from eggs puchased from Rainbow Springs hatcheries in Ontario
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,290,03/29/1977,1-2 years from date of hatch,No mark or tag,Coldbrook,23.5,161,Rainbow Trout,Rainbow Trout - fall-spawning reared from eggs produced by stock held in Fisheries Research Branch Hatchery
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,750,03/29/1977,1-2 years from date of hatch,No mark or tag,Coldbrook,24.6,181,Rainbow Trout,Rainbow Trout - fall-spawning reared from eggs produced by stock held in Fisheries Research Branch Hatchery
Halifax,ALBRO,Lake,454261,4948580,Spring Stocking Program,,750,03/29/1977,1-2 years from date of hatch,No mark or tag,Coldbrook,24.6,181,Rainbow Trout,Rainbow Trout - fall-spawning reared from eggs produced by stock held in Fisheries Research Branch Hatchery
